Gmt time,Open,High,Low,Close,Volume
21.01.2025 00:00:00.000,224.087,224.367,219.366,222.527,553.5
22.01.2025 00:00:00.000,219.767,223.966,219.766,223.756,418.392
23.01.2025 00:00:00.000,224.717,227.007,222.296,223.597,437.136
24.01.2025 00:00:00.000,224.886,225.587,221.396,222.797,532.356
27.01.2025 00:00:00.000,223.927,232.117,223.926,229.756,701.484
28.01.2025 00:00:00.000,230.847,240.157,230.847,238.227,590.124
29.01.2025 00:00:00.000,234.097,239.837,234.027,239.327,625.74
30.01.2025 00:00:00.000,238.766,240.757,237.197,237.537,454.572
31.01.2025 00:00:00.000,246.996,247.137,233.427,235.777,685.068
03.02.2025 00:00:00.000,229.906,231.786,225.696,227.927,685.104
04.02.2025 00:00:00.000,227.146,233.106,226.636,232.717,373.788
05.02.2025 00:00:00.000,228.297,232.637,228.286,232.396,379.176
06.02.2025 00:00:00.000,231.247,233.767,230.406,233.127,327.948
07.02.2025 00:00:00.000,232.507,233.957,227.257,227.637,673.212
10.02.2025 00:00:00.000,229.506,230.557,227.177,227.607,306.432
11.02.2025 00:00:00.000,228.127,235.216,228.127,232.606,427.956
12.02.2025 00:00:00.000,231.147,236.906,230.627,236.827,602.616
13.02.2025 00:00:00.000,236.917,242.326,235.566,241.466,493.176
14.02.2025 00:00:00.000,241.197,245.307,240.967,244.907,477.024
18.02.2025 00:00:00.000,243.997,245.157,241.826,244.367,371.112
19.02.2025 00:00:00.000,244.617,245.946,243.156,244.776,318.96
20.02.2025 00:00:00.000,244.757,246.736,244.266,245.857,456.12
21.02.2025 00:00:00.000,245.856,248.666,245.206,245.556,535.788
24.02.2025 00:00:00.000,244.836,248.807,244.447,247.186,514.944
25.02.2025 00:00:00.000,247.916,249.927,244.906,247.017,609.636
26.02.2025 00:00:00.000,244.236,244.897,239.116,240.267,568.692
27.02.2025 00:00:00.000,239.406,242.447,237.036,237.417,619.968
28.02.2025 00:00:00.000,236.906,242.067,234.597,241.237,609.36
03.03.2025 00:00:00.000,241.766,243.966,236.096,238.187,888.432
04.03.2025 00:00:00.000,237.747,240.027,234.676,235.897,1090.956
05.03.2025 00:00:00.000,235.417,236.507,229.216,235.687,714.44152
06.03.2025 00:00:00.000,234.397,237.837,233.287,235.216,1003.392
07.03.2025 00:00:00.000,235.057,241.327,234.756,238.966,895.2
10.03.2025 00:00:00.000,235.476,236.036,224.216,227.517,1266.312
11.03.2025 00:00:00.000,223.777,225.797,217.347,220.847,1478.904
12.03.2025 00:00:00.000,220.097,221.727,214.897,216.886,985.224
13.03.2025 00:00:00.000,215.937,216.777,208.406,209.686,829.296
14.03.2025 00:00:00.000,211.156,213.917,209.556,213.286,639.372
17.03.2025 00:00:00.000,213.296,215.196,209.956,214.026,643.224
18.03.2025 00:00:00.000,214.097,215.107,211.397,212.796,804.396
19.03.2025 00:00:00.000,214.106,218.727,213.736,215.267,653.736
20.03.2025 00:00:00.000,213.827,217.467,212.196,214.057,714.588
21.03.2025 00:00:00.000,211.376,218.826,211.376,218.247,618.72
24.03.2025 00:00:00.000,220.786,220.966,218.536,220.336,405.444
25.03.2025 00:00:00.000,220.777,224.086,220.046,223.707,359.832
26.03.2025 00:00:00.000,223.446,224.976,220.466,221.416,452.448
27.03.2025 00:00:00.000,221.266,224.976,220.516,223.857,681.084
28.03.2025 00:00:00.000,221.606,223.787,217.677,217.746,612.696
31.03.2025 00:00:00.000,217.047,224.097,216.217,221.787,650.472
01.04.2025 00:00:00.000,219.726,223.437,218.856,223.117,502.296
02.04.2025 00:00:00.000,221.137,225.167,220.997,223.867,519.108
03.04.2025 00:00:00.000,205.516,207.427,201.236,202.937,720.123016
04.04.2025 00:00:00.000,193.856,199.827,187.326,188.427,1008.792
07.04.2025 00:00:00.000,177.197,194.086,174.786,181.407,1155.216
08.04.2025 00:00:00.000,186.496,190.296,169.196,172.766,1044.228
09.04.2025 00:00:00.000,171.997,200.567,171.887,198.186,1463.496
10.04.2025 00:00:00.000,189.047,194.707,182.996,190.487,1159.668
11.04.2025 00:00:00.000,186.227,199.496,186.226,197.756,782.7
14.04.2025 00:00:00.000,211.386,212.837,201.166,202.307,783.924
15.04.2025 00:00:00.000,201.757,203.477,199.806,202.076,792.876
16.04.2025 00:00:00.000,198.326,200.667,192.356,194.267,774.804
17.04.2025 00:00:00.000,197.006,198.797,194.307,196.787,760.704
21.04.2025 00:00:00.000,193.147,193.716,189.796,193.076,533.064
22.04.2025 00:00:00.000,196.116,201.567,195.956,199.516,804.936
23.04.2025 00:00:00.000,205.967,207.936,202.767,204.306,778.716
24.04.2025 00:00:00.000,204.687,208.786,202.917,208.267,433.296
25.04.2025 00:00:00.000,206.307,209.417,206.307,209.187,588.18
28.04.2025 00:00:00.000,209.986,211.466,207.446,210.046,501.36
29.04.2025 00:00:00.000,208.827,212.106,208.306,211.156,517.03305
30.04.2025 00:00:00.000,209.246,213.517,206.646,212.207,564.393
01.05.2025 00:00:00.000,208.896,214.486,208.896,212.966,661.68
02.05.2025 00:00:00.000,206.047,206.967,202.117,205.206,635.028
05.05.2025 00:00:00.000,203.016,204.027,198.196,198.896,495.132
06.05.2025 00:00:00.000,198.087,200.587,197.317,198.376,516.01224
07.05.2025 00:00:00.000,199.126,199.417,193.246,196.137,651.828
08.05.2025 00:00:00.000,197.737,200.007,194.656,197.426,665.76
09.05.2025 00:00:00.000,198.966,200.497,197.527,198.417,553.116
12.05.2025 00:00:00.000,210.887,211.127,206.747,210.747,580.176
13.05.2025 00:00:00.000,210.367,213.377,209.037,212.926,508.60565
14.05.2025 00:00:00.000,212.396,213.926,210.576,212.307,531.912
15.05.2025 00:00:00.000,210.907,212.946,209.516,211.406,515.04
16.05.2025 00:00:00.000,212.327,212.376,209.756,211.196,445.212
19.05.2025 00:00:00.000,207.827,209.457,204.256,208.696,481.92
20.05.2025 00:00:00.000,207.716,208.456,205.006,206.886,495.288
21.05.2025 00:00:00.000,205.067,207.026,200.707,202.127,962.964
22.05.2025 00:00:00.000,200.657,202.646,199.697,201.287,713.1
23.05.2025 00:00:00.000,193.597,197.687,193.456,195.536,822.72
27.05.2025 00:00:00.000,198.367,200.716,197.426,200.187,559.88785
28.05.2025 00:00:00.000,200.467,202.696,199.887,200.376,522.9
29.05.2025 00:00:00.000,203.516,203.696,198.496,199.896,752.22
30.05.2025 00:00:00.000,199.336,201.937,196.776,200.807,824.424
02.06.2025 00:00:00.000,200.187,202.107,200.097,201.697,504.996
03.06.2025 00:00:00.000,201.296,203.746,200.927,203.326,474.264
04.06.2025 00:00:00.000,202.926,206.206,202.176,202.846,459.372
05.06.2025 00:00:00.000,203.487,204.737,200.136,200.607,714.888
06.06.2025 00:00:00.000,202.996,205.646,202.046,203.807,479.412
09.06.2025 00:00:00.000,204.306,205.987,200.026,201.347,575.232
10.06.2025 00:00:00.000,200.567,204.307,200.567,202.697,527.868
11.06.2025 00:00:00.000,203.437,204.476,198.406,198.807,642.696
12.06.2025 00:00:00.000,198.997,199.657,197.346,199.177,444.6
13.06.2025 00:00:00.000,199.697,200.256,195.696,196.386,645.828
16.06.2025 00:00:00.000,197.207,198.666,196.556,198.366,469.956
17.06.2025 00:00:00.000,197.097,198.367,195.196,195.626,466.764
18.06.2025 00:00:00.000,195.876,197.557,195.046,196.666,565.368
20.06.2025 00:00:00.000,198.006,201.646,196.846,200.977,638.04
23.06.2025 00:00:00.000,201.447,202.277,198.946,201.487,678.912
24.06.2025 00:00:00.000,202.616,203.427,200.196,200.296,456.78
25.06.2025 00:00:00.000,201.396,203.607,200.607,201.547,392.04
26.06.2025 00:00:00.000,201.406,202.586,199.446,200.937,392.262
27.06.2025 00:00:00.000,201.876,203.177,200.377,200.987,425.574
30.06.2025 00:00:00.000,201.957,207.347,199.246,205.096,515.556
01.07.2025 00:00:00.000,206.637,210.176,206.127,207.827,607.41
02.07.2025 00:00:00.000,209.076,213.326,208.096,212.326,556.257
03.07.2025 00:00:00.000,212.126,214.636,211.796,213.557,285.744
07.07.2025 00:00:00.000,212.667,216.187,208.786,209.887,799.596
08.07.2025 00:00:00.000,210.086,211.406,208.446,209.946,633.708
09.07.2025 00:00:00.000,209.397,211.277,207.196,211.066,615.9
10.07.2025 00:00:00.000,210.426,213.447,210.167,212.326,579.324
11.07.2025 00:00:00.000,210.567,212.116,209.846,211.047,484.464
14.07.2025 00:00:00.000,209.847,210.837,207.526,208.587,503.988
15.07.2025 00:00:00.000,209.157,211.867,208.916,208.996,611.448
16.07.2025 00:00:00.000,210.187,212.376,208.626,210.136,709.944
17.07.2025 00:00:00.000,210.546,211.787,209.586,210.016,512.928
18.07.2025 00:00:00.000,210.697,211.767,209.696,211.187,532.776
21.07.2025 00:00:00.000,211.966,215.757,211.626,212.497,548.82
22.07.2025 00:00:00.000,213.136,214.627,212.206,214.397,586.26
23.07.2025 00:00:00.000,214.996,215.047,212.396,214.207,476.16
24.07.2025 00:00:00.000,213.797,215.656,213.506,213.726,525.468
25.07.2025 00:00:00.000,214.647,215.227,213.386,213.936,428.928
28.07.2025 00:00:00.000,213.966,214.837,213.046,213.987,390.192
29.07.2025 00:00:00.000,214.146,214.777,210.746,211.317,450.684
30.07.2025 00:00:00.000,211.816,212.347,207.696,209.007,679.152
31.07.2025 00:00:00.000,208.287,209.827,207.106,207.956,780.9
01.08.2025 00:00:00.000,210.796,213.497,201.496,202.306,1058.808
04.08.2025 00:00:00.000,204.446,207.857,201.666,203.196,583.776
05.08.2025 00:00:00.000,203.377,205.317,202.097,202.917,556.176
06.08.2025 00:00:00.000,205.576,215.367,205.576,213.146,653.448
07.08.2025 00:00:00.000,218.846,220.826,216.546,220.067,658.296
08.08.2025 00:00:00.000,220.756,230.957,219.246,229.337,669.228
11.08.2025 00:00:00.000,227.907,229.526,224.737,227.226,524.724
12.08.2025 00:00:00.000,227.936,230.767,227.056,229.577,434.412
13.08.2025 00:00:00.000,231.066,234.966,230.416,233.107,541.248
14.08.2025 00:00:00.000,234.006,234.997,230.847,232.756,471.936
15.08.2025 00:00:00.000,233.727,234.177,229.297,231.656,457.704
18.08.2025 00:00:00.000,231.707,233.106,230.096,230.876,411.72
19.08.2025 00:00:00.000,231.247,232.837,229.336,230.546,498.12
20.08.2025 00:00:00.000,229.967,230.407,225.756,225.936,708.732
21.08.2025 00:00:00.000,226.197,226.466,223.767,224.867,466.452
22.08.2025 00:00:00.000,226.077,229.077,225.406,227.707,455.46
25.08.2025 00:00:00.000,226.407,229.296,226.196,227.117,368.568
26.08.2025 00:00:00.000,226.727,229.417,224.667,229.266,285.264
27.08.2025 00:00:00.000,228.547,230.887,228.256,230.406,349.128
28.08.2025 00:00:00.000,230.746,233.387,229.247,232.486,372.048
